target_plan,Sequence,inst_type,notes
Skara_Brae_ccam,ccam04961,CCAM, 
RMI_Stand_Alone_St_Kilda,ccam01964,CCAM, 
RMI_Stand_Alone_Loch_Carron,ccam02964,CCAM, 
RMI_Stand_Alone_Yesnaby_ccam,ccam03964,CCAM, 
Newmachar_DRT,ccam01965,CCAM, 
Lake_Orcadie_CCAM,ccam01966,CCAM, 
Forties_ccam,ccam02966,CCAM, 
Loch_Carron_ccam,ccam03966,CCAM, 
Village_Bay,ccam04966,CCAM, 
Smoo_Cave,ccam01968,CCAM, 
St_Andrews,ccam02968,CCAM, 
Yesnaby_ccam,ccam03968,CCAM, 
Dingwall,ccam04968,CCAM, 
OG_postsieve_dump,ccam05968,CCAM, 
Fladda,ccam06968,CCAM, 
OG_pre_sieve_dump_ccam,ccam01971,CCAM, 
OG_postsieve_dump_LIBS,ccam02971,CCAM, 
Black_Cuillin,ccam03971,CCAM, 
OG_pre_sieve_dump_ccamRLR,ccam01972,CCAM, 
Peterculter,ccam02972,CCAM, 
Larbet,ccam01974,CCAM, 
Benbecula_ccam,ccam02974,CCAM, 
Sleat,ccam03974,CCAM, 
LakeOtailing_ccam,ccam01978,CCAM, 
Loch_Snizort,ccam02978,CCAM, 
Melby_aegis,ccam03978,CCAM, 
Uig_Hills,ccam04978,CCAM, 
LakeOdrill_LIBS,ccam01979,CCAM, 
Lake_Orcadie2_ccam,ccam01980,CCAM, 
Black_Cuillin_dp,ccam02980,CCAM, 
St_Kilda_2,ccam03980,CCAM, 
LD_RMI_sol1980,ccam04980,CCAM, 
portion_drop_rp_twk_ccam,ccam01981,CCAM, 
Ben_Nevis,ccam02981,CCAM, 
Moray,ccam03981,CCAM, 
LD_RMI_sol1981a,ccam04981,CCAM, 
LD_RMI_sol1981b,ccam05981,CCAM, 
Lake_O2_ccam_passive,ccam01984,CCAM, 
LD_RMI_sol1984a,ccam02984,CCAM, 
LD_RMI_sol1984b,ccam03984,CCAM, 
Lake_Orcadie2_ccam,ccam04984,CCAM, 
Ben_Nevis_2,ccam01985,CCAM, 
North_Harris_ccam,ccam01988,CCAM, 
Seaforth_Head_ccam,ccam01991,CCAM, 
Canisp,ccam02991,CCAM, 
aegis_post_1992a,ccam03991,CCAM, 
aegis_post_1992b,ccam03991,CCAM, 
Cal Target 10,ccam04991,CCAM, 
LD_RMI_PV_sol1992,ccam05991,CCAM, 
Stirling_Castle_ccam,ccam01993,CCAM, 
Dunottar,ccam02993,CCAM, 
SR_RMI_sol1993,ccam03993,CCAM, 
Cal Target 9,ccam04993,CCAM, 
Cal Target 5,ccam04993,CCAM, 
Sky,ccam05993,CCAM, 
Cal Target 9,ccam06993,CCAM, 
Cal Target 5,ccam06993,CCAM, 
LD_Yardangs_1994a,ccam07993,CCAM, 
LD_Yardangs_1994b,ccam08993,CCAM, 
Durness_ccam,ccam01995,CCAM, 
Paisley_ccam,ccam02995,CCAM, 
Fingals_Cave,ccam03995,CCAM, 
aegis_post_1997a,ccam04995,CCAM, 
aegis_post_1997b,ccam04995,CCAM, 
Ochil,ccam01998,CCAM, 
Orval,ccam02998,CCAM, 
LD_RMI_PV_sol1998,ccam03998,CCAM, 
LD_Yardangs_1998,ccam04998,CCAM, 
Mangersta,ccam01999,CCAM, 
aegis_post_1999a,ccam02999,CCAM, 
Brora,ccam01000,CCAM, 
Appin,ccam02000,CCAM, 
Boddam,ccam01001,CCAM, 
Sgurr_of_Eigg_ccam,ccam02001,CCAM, 
Kirkcudbright,ccam03001,CCAM, 
LD_Benched_2003,ccam04001,CCAM, 
Mousa,ccam01004,CCAM, 
aegis_post_2004a,ccam02004,CCAM, 
Stranraer_DRT_ccam,ccam01005,CCAM, 
Port_Ellen,ccam02005,CCAM, 
Burntisland,ccam01006,CCAM, 
Burghead,ccam02006,CCAM, 
Sullom_Voe,ccam01007,CCAM, 
Papa_Stour,ccam02007,CCAM, 
Beinn_Dearg_Mhor,ccam01008,CCAM, 
Dun_Caan_ccam,ccam02008,CCAM, 
Dalbeattie,ccam03008,CCAM, 
LD_Benched_2010,ccam04008,CCAM, 
LD_RMI_PVsol2011a,ccam01011,CCAM, 
LD_RMI_PVsol2011b,ccam02011,CCAM, 
Morven,ccam03011,CCAM, 
Insch,ccam04011,CCAM, 
Pabay,ccam05011,CCAM, 
Colonsay,ccam01012,CCAM, 
LD_RMI_PVsol2012,ccam02012,CCAM, 
aegis_post_2012a,ccam03012,CCAM, 
aegis_post_2012b,ccam03012,CCAM, 
Lingarabay_DRT_ccam,ccam01013,CCAM, 
Kinloch_ccam,ccam02013,CCAM, 
Staffa_ccam,ccam01015,CCAM, 
Tyndrum_ccam,ccam02015,CCAM, 
Askival,ccam03015,CCAM, 
Hopeman_ccam,ccam04015,CCAM, 
Ardgour,ccam01018,CCAM, 
Rousay,ccam02018,CCAM, 
Askival_2,ccam03018,CCAM, 
Quinag_ccam,ccam01019,CCAM, 
Sanquhar_ccam,ccam02019,CCAM, 
Staffin,ccam03019,CCAM, 
Ledmore_2,ccam01020,CCAM, 
Minginish_ccam,ccam02020,CCAM, 
Askival_3,ccam03020,CCAM, 
Tyndrum3,ccam04020,CCAM, 
aegis_post_2021a,ccam05020,CCAM, 
Waternish_ccam1,ccam01022,CCAM, 
Arrochar_ccam,ccam02022,CCAM, 
Waternish_ccam2,ccam03022,CCAM, 
Waternish_ccam3,ccam04022,CCAM, 
Cal Target 10,ccam05022,CCAM, 
Cal Target 9,ccam05022,CCAM, 
Cal Target 8,ccam05022,CCAM, 
Cal Target 7,ccam05022,CCAM, 
Cal Target 6,ccam05022,CCAM, 
Cal Target 4,ccam05022,CCAM, 
Cal Target 3,ccam05022,CCAM, 
Cal Target 2,ccam05022,CCAM, 
Anstruther ,ccam01025,CCAM, 
Ballachullish,ccam02025,CCAM, 
aegis_post_2027a,ccam01027,CCAM, 
Ely,ccam01029,CCAM, 
Babbitt_ccam,ccam02029,CCAM, 
Hibbing,ccam03029,CCAM, 
aegis_post_2030a,ccam04029,CCAM, 
None,ccam05029,CCAM, 
Sky,ccam06029,CCAM, 
None,ccam07029,CCAM, 
Pokegama_ccam,ccam01032,CCAM, 
Kenora,ccam02032,CCAM, 
aegis_post_2032a,ccam03032,CCAM, 
aegis_post_2033a,ccam04032,CCAM, 
Wakemup_Bay,ccam02034,CCAM, 
Midway,ccam03034,CCAM, 
Logan_ccam,ccam04034,CCAM, 
aegis_post_2035a,ccam05034,CCAM, 
Virginia,ccam01036,CCAM, 
Shannon_Lake,ccam02036,CCAM, 
Eveleth,ccam03036,CCAM, 
aegis_post_2037a,ccam04036,CCAM, 
Paulsen_Lake,ccam01038,CCAM, 
Negaunee,ccam02038,CCAM, 
Nashwauk_ccam,ccam03038,CCAM, 
Red_Cliff_RMI,ccam04038,CCAM, 
Red_Cliff_RMI_2,ccam01039,CCAM, 
aegis_post_2039a,ccam02039,CCAM, 
Prairie_Lake,ccam01040,CCAM, 
Gowan,ccam02040,CCAM, 
aegis_post_2040a,ccam03040,CCAM, 
aegis_post_2040b,ccam04040,CCAM, 
Barto_Lake,ccam01041,CCAM, 
Homer_Lake,ccam02041,CCAM, 
aegis_post_2041a,ccam03041,CCAM, 
Pigeon_River_ccam,ccam01042,CCAM, 
Bald_Eagle_Lake_ccam,ccam02042,CCAM, 
Arnold,ccam03042,CCAM, 
Skibo,ccam04042,CCAM, 
aegis_post_2044a,ccam05042,CCAM, 
Cal Target 10,ccam06042,CCAM, 
Blackhoof,ccam01045,CCAM, 
Coleraine,ccam02045,CCAM, 
Bovey,ccam03045,CCAM, 
Soudan,ccam04045,CCAM, 
aegis_post_2045a,ccam05045,CCAM, 
Grand_Lake,ccam01046,CCAM, 
Mud_Lake,ccam02046,CCAM, 
Giants_Range_ccam,ccam01048,CCAM, 
Vermillion,ccam02048,CCAM, 
Lac_La_Croix,ccam03048,CCAM, 
Schroeder_day,ccam01049,CCAM, 
NO POINTING  NO FOCUS,ccam02049,CCAM, 
Schroeder_night,ccam03049,CCAM, 
Sky,ccam04049,CCAM, 
Mountain_Iron,ccam05049,CCAM, 
Schroeder_night,ccam06049,CCAM, 
Brownell,ccam01052,CCAM, 
Mahtowa_ccam,ccam02052,CCAM, 
aegis_post_2052a,ccam03052,CCAM, 
Duluth_ccam,ccam01053,CCAM, 
Pine_Mountain,ccam02053,CCAM, 
Windigo,ccam03053,CCAM, 
aegis_post_2054a,ccam01054,CCAM, 
Duluth_DRT,ccam01056,CCAM, 
Aitkin,ccam02056,CCAM, 
Chisholm,ccam03056,CCAM, 
Buhl,ccam04056,CCAM, 
Duluth_drill_ccam_RMI,ccam05056,CCAM, 
Duluth_drill_tailings_passive,ccam01059,CCAM, 
Duluth_drill_tailings_LIBS,ccam02059,CCAM, 
Duluth_drill_hole_ccam,ccam03059,CCAM, 
Duluth_Portion_Drop3,ccam04059,CCAM, 
Duluth_Portion_Drop2,ccam05059,CCAM, 
Duluth_Portion_Drop1,ccam06059,CCAM, 
Duluth_drill_hole_ccam,ccam01061,CCAM, 
Grand_Marais,ccam02061,CCAM, 
Prosit,ccam03061,CCAM, 
Brule_Mountain,ccam01063,CCAM, 
Devil_Track,ccam02063,CCAM, 
Devilfish_Tower,ccam03063,CCAM, 
Paupores,ccam04063,CCAM, 
Sawtooth_Bluff,ccam01067,CCAM, 
Gary,ccam02067,CCAM, 
Red_Cliff_RMI_sol2067,ccam03067,CCAM, 
Bassett,ccam01068,CCAM, 
Cal Target 10,ccam02068,CCAM, 
Little_Marais,ccam01070,CCAM, 
Bartlett,ccam02070,CCAM, 
Bartlett_2,ccam01072,CCAM, 
Little_Marais_2,ccam01074,CCAM, 
Independence,ccam02074,CCAM, 
Little_Marais_3,ccam01075,CCAM, 
Duluth_drill_hole_ccam_3,ccam02075,CCAM, 
Duluth_drill_hole_ccam_3,ccam01076,CCAM, 
Isanti,ccam02076,CCAM, 
Tofte,ccam01080,CCAM, 
Robinson_Lake,ccam02080,CCAM, 
Duluth_dump_ccam,ccam01081,CCAM, 
Elbow_Creek,ccam02081,CCAM, 
Duluth_dump_ccam,ccam01082,CCAM, 
Duluth_tailings_2,ccam01083,CCAM, 
Toimi,ccam02083,CCAM, 
None,ccam03083,CCAM, 
Sky,ccam04083,CCAM, 
None,ccam05083,CCAM, 
Young_Lake_RMI,ccam01086,CCAM, 
Ambridge_ccam,ccam01087,CCAM, 
aegis_post_2087a,ccam02087,CCAM, 
Atm_Dust_sol2088,ccam01088,CCAM, 
Beaver_Bay,ccam02088,CCAM, 
Moose_Mountain,ccam03088,CCAM, 
Breakwater,ccam04088,CCAM, 
aegis_post_2089a,ccam05088,CCAM, 
Cal Target 10,ccam06088,CCAM, 
Cal Target 9,ccam06088,CCAM, 
Cal Target 8,ccam06088,CCAM, 
Cal Target 7,ccam06088,CCAM, 
Cal Target 6,ccam06088,CCAM, 
Cal Target 4,ccam06088,CCAM, 
Cal Target 3,ccam06088,CCAM, 
Cal Target 2,ccam06088,CCAM, 
Caribou_Lake_ccam,ccam01090,CCAM, 
Simar,ccam02090,CCAM, 
Arlberg,ccam03090,CCAM, 
Young_Lake_RMI_2,ccam04090,CCAM, 
Mudhole_Lake,ccam01093,CCAM, 
Jacobs_Lake,ccam02093,CCAM, 
Monker_Lake,ccam03093,CCAM, 
Crosby,ccam01095,CCAM, 
Hekkla_Lake,ccam02095,CCAM, 
Sky,ccam03095,CCAM, 
None,ccam04095,CCAM, 
aegis_post_2096a,ccam05095,CCAM, 
Driesh,ccam01097,CCAM, 
Brodgar,ccam02097,CCAM, 
Caithness,ccam03097,CCAM, 
Rubislaw,ccam04097,CCAM, 
South_Uist,ccam05097,CCAM, 
Bute,ccam06097,CCAM, 
aegis_post_2099a,ccam07097,CCAM, 
Graemsay,ccam01100,CCAM, 
Girvan,ccam02100,CCAM, 
Dumbarton_Rock_ccam,ccam03100,CCAM, 
Maryculter,ccam04100,CCAM, 
Callanish,ccam01102,CCAM, 
Animikie,ccam01107,CCAM, 
Fort_Francis,ccam01108,CCAM, 
Icarus_Lake,ccam02108,CCAM, 
aegis_post_2108a,ccam03108,CCAM, 
MCAM_CT_White_Raster,ccam01109,CCAM, 
CCAM_CCCT_Pass_Paint_Holder,ccam02109,CCAM, 
Sky,ccam03109,CCAM, 
Margie,ccam01110,CCAM, 
Voyageurs_ccam,ccam02110,CCAM, 
Clearwater_Lake,ccam01113,CCAM, 
Tuscarora,ccam02113,CCAM, 
Badger_Mine,ccam03113,CCAM, 
Voyageurs_2,ccam04113,CCAM, 
